time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,timestamp_ms,time_offset,distance,starttimestamp_ms,profile_name,battery_charging,frequency
2024-12-05 14:42:36+00:00,32.42937738541514,-111.3146954588592,566.0,1.5,89.7,19.23,24,gps,0.4,0.8,0.8,-27.7,,,,80,,1733409756000,2024-12-05T07:42:36.000-07:00,54237.46091658002,1733282508217,Default Profile,True,1
2024-12-05 14:46:37+00:00,32.45123156346381,-111.28905831836164,560.0,1.5,89.5,24.869999,25,gps,0.4,0.8,0.8,-27.7,,,,81,,1733409997000,2024-12-05T07:46:37.000-07:00,57657.03046548441,1733282508217,Default Profile,True,1
2024-12-05 14:50:38+00:00,32.460509575903416,-111.23673143796624,569.0,1.5,89.9,21.09,26,gps,0.4,0.6,0.8,-27.6,,,,82,,1733410238000,2024-12-05T07:50:38.000-07:00,62673.917511974054,1733282508217,Default Profile,True,1
2024-12-05 18:48:05+00:00,32.458545270866075,-111.21670183763955,571.6120468665814,8.5,67.5,0.0,29,gps,0.4,0.8,1.0,-27.5,,,,82,,1733410479000,2024-12-05T07:54:39.000-07:00,64600.89213522283,1733282508217,Default Profile,False,58
2024-12-05 18:52:06+00:00,32.46053975075483,-111.23085178434847,569.0,2.5,270.9,25.56,20,gps,0.6,0.8,1.0,-27.5,,,,85,,1733424726000,2024-12-05T11:52:06.000-07:00,66397.20094695162,1733282508217,Default Profile,False,1
2024-12-05 18:56:07+00:00,32.451263037510216,-111.29067200236022,557.0,2.5,269.3,25.68,20,gps,0.6,0.8,1.0,-27.5,,,,84,,1733424967000,2024-12-05T11:56:07.000-07:00,72103.94167569642,1733282508217,Default Profile,False,1
2024-12-05 19:00:08+00:00,32.4293992202729,-111.31839380599558,563.0,2.5,270.4,14.5199995,22,gps,0.6,0.8,1.0,-27.6,,,,83,,1733425208000,2024-12-05T12:00:08.000-07:00,75664.59596199148,1733282508217,Default Profile,False,1
2024-12-05 19:04:09+00:00,32.42935299407691,-111.36630509980024,579.0,2.5,270.2,17.18,21,gps,0.6,1.0,1.2,-27.6,,,,82,,1733425449000,2024-12-05T12:04:09.000-07:00,80161.28562672916,1733282508217,Default Profile,False,1
2024-12-05 19:08:10+00:00,32.44427299126983,-111.37366482988,577.0,2.0,237.1,4.81,22,gps,0.6,1.0,1.2,-27.7,,,,81,,1733425690000,2024-12-05T12:08:10.000-07:00,81958.3447130909,1733282508217,Default Profile,False,1
2024-12-05 23:59:47+00:00,32.44167125900277,-111.37604677351192,575.625,6.0,173.8,0.0,33,gps,0.6,0.8,1.0,-27.7,,,,80,,1733425931000,2024-12-05T12:12:11.000-07:00,82319.6711454429,1733282508217,Default Profile,False,72
2024-12-06 14:57:17+00:00,32.44168518502423,-111.37604812966237,577.4369747899162,27.5,0.0,0.0,30,gps,0.4,1.0,1.2,-27.7,,,,51,,1733468434000,2024-12-06T00:00:34.000-07:00,83282.80434061018,1733282508217,Default Profile,False,119
2024-12-06 15:01:18+00:00,32.44391235988587,-111.37443261221053,580.0,1.5,61.4,4.42,24,gps,0.4,0.8,1.0,-27.7,,,,86,,1733497278000,2024-12-06T08:01:18.000-07:00,84764.03541864308,1733282508217,Default Profile,True,1
2024-12-06 15:05:19+00:00,32.42932260967791,-111.37180304154754,581.0,3.0,109.1,4.95,24,gps,0.4,1.0,1.0,-27.7,,,,87,,1733497519000,2024-12-06T08:05:19.000-07:00,86405.00352131663,1733282508217,Default Profile,False,1
2024-12-06 15:11:52+00:00,32.44026116095483,-111.30426501855254,556.0,1.0,0.3,24.029999,25,gps,0.4,0.8,0.8,-27.7,,,,88,,1733497912000,2024-12-06T08:11:52.000-07:00,92859.01288353329,1733282508217,Default Profile,True,1
2024-12-06 15:15:53+00:00,32.460408112965524,-111.264903601259,567.0,1.0,90.0,22.76,28,gps,0.4,0.8,0.8,-27.6,,,,89,,1733498153000,2024-12-06T08:15:53.000-07:00,97178.70695112475,1733282508217,Default Profile,True,1
2024-12-06 18:28:10+00:00,32.458521571655204,-111.21671508170543,574.8749732971191,1.5,59.9,5.8399997,28,gps,0.4,0.8,0.8,-27.6,,,,89,,1733498394000,2024-12-06T08:19:54.000-07:00,101757.4625548385,1733282508217,Default Profile,True,48
2024-12-06 18:32:11+00:00,32.45994606055319,-111.27394951879978,557.0,2.5,236.3,23.199999,22,gps,0.6,0.6,0.8,-27.5,,,,65,,1733509931000,2024-12-06T11:32:11.000-07:00,107352.02387270944,1733282508217,Default Profile,True,1
2024-12-06 18:36:12+00:00,32.43487712927163,-111.3042998034507,553.0,2.0,180.1,24.82,22,gps,0.4,0.6,0.8,-27.5,,,,66,,1733510172000,2024-12-06T11:36:12.000-07:00,111337.13639846376,1733282508217,Default Profile,True,1
2024-12-06 18:40:13+00:00,32.42938455194235,-111.3494235277176,562.0,2.0,270.7,20.14,23,gps,0.6,0.8,1.0,-27.6,,,,67,,1733510413000,2024-12-06T11:40:13.000-07:00,115615.8812491332,1733282508217,Default Profile,False,1
2024-12-06 18:44:14+00:00,32.44277216959745,-111.37173774652184,575.0,2.5,0.6,10.61,20,gps,0.6,0.8,1.0,-27.6,,,,68,,1733510654000,2024-12-06T11:44:14.000-07:00,118185.20513897316,1733282508217,Default Profile,True,1
2024-12-06 22:16:02+00:00,32.44420743811959,-111.373008324934,571.181818181818,5.0,,0.02,29,gps,0.6,0.8,1.0,-27.6,,,,69,,1733510895000,2024-12-06T11:48:15.000-07:00,118386.53132573862,1733282508217,Default Profile,False,44
2024-12-06 22:21:03+00:00,32.42933128494769,-111.37161092832685,579.0,2.5,94.1,9.059999,29,gps,0.4,0.8,0.8,-27.7,,,,82,,1733523663000,2024-12-06T15:21:03.000-07:00,120449.20242751442,1733518771812,Default Profile,True,1
2024-12-06 22:26:04+00:00,32.42937135044485,-111.31459655240178,562.0,1.5,90.4,24.05,28,gps,0.4,0.8,1.0,-27.7,,,,82,,1733523964000,2024-12-06T15:26:04.000-07:00,125800.25696063062,1733518771812,Default Profile,True,1
2024-12-06 22:30:58.456000+00:00,32.4581168,-111.2714226,561.7000122070312,39.496,,,0,network,,,,,,,,83,,1733524258456,2024-12-06T15:30:58.456-07:00,130960.74623281116,1733518771812,Default Profile,True,1
2024-12-06 22:40:49+00:00,32.40169585682452,-111.1321019846946,604.0,2.0,130.2,34.399998,27,gps,0.4,0.8,0.8,-27.5,,,,83,,1733524849000,2024-12-06T15:40:49.000-07:00,145463.69538731428,1733518771812,Default Profile,False,1
2024-12-06 22:45:50+00:00,32.33495784457773,-111.063848817721,640.0,2.0,137.7,31.13,27,gps,0.4,0.8,0.8,-27.6,,,,84,,1733525150000,2024-12-06T15:45:50.000-07:00,155269.85458984866,1733518771812,Default Profile,True,1
